,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
852,Aloleng,97.0,PH,2020-04-20 03:38:57,64.0,16.13,119.78,87.04,4.54
853,Buchanan,40.0,LR,2020-04-20 03:38:57,94.0,5.88,-10.05,78.8,2.57
854,Hoquiam,1.0,US,2020-04-20 03:38:57,81.0,46.98,-123.89,52.0,9.17
855,Brae,0.0,GB,2020-04-20 03:38:57,86.0,60.4,-1.35,42.8,12.75
856,Gladstone,40.0,AU,2020-04-20 03:38:58,54.0,-23.85,151.25,84.2,5.82
857,Camopi,100.0,GF,2020-04-20 03:38:58,94.0,3.17,-52.32,73.71,2.62
858,Majene,85.0,ID,2020-04-20 03:38:58,60.0,-3.54,118.97,87.31,4.0
859,Forsytheganj,0.0,BY,2020-04-20 03:38:58,96.0,52.63,29.73,30.7,8.34
860,Vestmanna,4.0,FO,2020-04-20 03:38:58,100.0,62.16,-7.17,41.0,10.29
861,Chokwé,0.0,MZ,2020-04-20 03:38:59,93.0,-24.53,32.98,64.0,7.72
862,Necochea,95.0,AR,2020-04-20 03:38:59,77.0,-38.55,-58.74,58.95,4.83
863,La Santisima Trinidad,6.0,BO,2020-04-20 03:38:59,80.0,-14.83,-64.9,72.25,2.48
864,Terekli-Mekteb,74.0,RU,2020-04-20 03:38:59,64.0,44.17,45.87,53.74,7.56
865,Parakai,100.0,NZ,2020-04-20 03:39:00,88.0,-36.65,174.43,64.99,2.35
866,Maţāy,0.0,EG,2020-04-20 03:39:00,57.0,28.42,30.78,61.97,16.31
867,Bondo,100.0,CD,2020-04-20 03:39:00,84.0,3.81,23.69,70.2,1.83
868,Caravelas,15.0,BR,2020-04-20 03:39:00,78.0,-17.71,-39.25,74.89,13.18
869,Ogaminana,100.0,NG,2020-04-20 03:39:00,81.0,7.59,6.22,75.54,7.87
870,Seoul,90.0,KR,2020-04-20 03:37:53,66.0,37.57,126.98,57.2,14.83
871,Gijang,20.0,KR,2020-04-20 03:39:01,51.0,35.24,129.21,62.6,10.29
872,Ambanja,93.0,MG,2020-04-20 03:39:01,83.0,-13.68,48.45,74.61,3.94
873,Inhambane,9.0,MZ,2020-04-20 03:38:26,84.0,-23.86,35.38,72.72,9.95
874,Teya,97.0,RU,2020-04-20 03:39:01,63.0,60.38,92.63,38.68,7.85
875,Svetlaya,100.0,RU,2020-04-20 03:39:02,69.0,46.54,138.33,43.2,5.26
876,Lere,100.0,NG,2020-04-20 03:39:02,58.0,10.39,8.57,73.0,6.26
877,Gardner,1.0,US,2020-04-20 03:39:02,57.0,42.58,-72.0,50.0,5.82
878,Denpasar,20.0,ID,2020-04-20 03:35:39,79.0,-8.65,115.22,87.8,6.93
879,Verkh-Suetka,19.0,RU,2020-04-20 03:39:03,38.0,53.3,80.05,59.59,4.79
880,San Miguel de Tucumán,0.0,AR,2020-04-20 03:36:23,88.0,-26.82,-65.22,64.4,6.93
881,Manjeshwar,20.0,IN,2020-04-20 03:39:03,74.0,12.72,74.89,86.0,4.7
882,Bonfim,99.0,BR,2020-04-20 03:39:03,60.0,3.08,-59.95,82.98,5.48
883,Avanigadda,34.0,IN,2020-04-20 03:39:04,62.0,16.02,80.92,89.02,7.96
884,Leeuwarden,0.0,NL,2020-04-20 03:39:04,60.0,53.2,5.81,41.0,11.41
885,Paso Blanco,73.0,PA,2020-04-20 03:39:04,85.0,9.13,-79.23,77.47,6.55
886,Kautokeino,100.0,NO,2020-04-20 03:39:04,83.0,69.01,23.04,35.26,8.7
887,Pacifica,75.0,US,2020-04-20 03:37:26,66.0,37.61,-122.49,55.99,12.75
888,Maragogi,25.0,BR,2020-04-20 03:39:05,83.0,-9.01,-35.22,78.94,7.29
889,Tabora,75.0,TZ,2020-04-20 03:39:05,94.0,-5.02,32.8,68.0,2.44
890,Tiznit Province,75.0,MA,2020-04-20 03:39:05,71.0,29.58,-9.5,54.28,5.73
891,Kokopo,100.0,PG,2020-04-20 03:39:05,78.0,-4.35,152.26,83.44,4.56
892,Yenagoa,100.0,NG,2020-04-20 03:39:06,88.0,4.92,6.26,76.26,1.5
893,Suntar,100.0,RU,2020-04-20 03:39:06,89.0,62.14,117.63,27.66,5.68
894,Mayumba,100.0,GA,2020-04-20 03:39:06,85.0,-3.43,10.66,78.55,7.29
895,Campana,0.0,AR,2020-04-20 03:36:22,77.0,-34.17,-58.96,62.01,4.43
